䰰䰰
一个大
一个天南，一个地北
一个头两个大
一个子儿
一个富贵心，两只体面眼
一个将军一个令
一个巴掌拍不响
一个心眼
一个心眼儿
一个接一个
一个是一个
一个样
一个样儿
一个猎古调
一个碗内两张匙，不是汤着就抹着
一个稿子
一个红脸一个白脸
一个老鼠害一锅汤
一个萝卜一个坑
一个萝卜一个坑儿
一个萝卜两头切
一个跟斗十万八千里
一个钱打二十四个结
一个锅里吃饭的
一个馒头，也得蒸熟吃
一个鼻孔出气
一中一台
一中原则
一中同长
一串珠
一串红
一串铃
一串骊珠
一丸五色
一丸泥
一举
一举一动
一举万里
一举三反
一举两便
一举两全
一举两得
一举两用
一举千里
一举成功
一举成名
一举成擒
一举手一投足
一举手之劳
一举扬名
一举数得
一举而竟全功
一之为甚
一之已甚
一之日
一之谓甚
一乘
一乘显性教
一九
一九九五闰八月
一乱涂地
一了
一了心愿
一了百了
一了百当
一争两丑，一让两有
一争长短
一事
一事不知
一事中
一事无成
一二
一二三
一二三四五六七
一二三自由日
一二九运动
一二二一
一二八事变
一五一十
一井
一些
一些些
一些半些
一些子
一交
一亩三分地
一亩之宫
一亩宫
一亲芳泽
一人
一人不敌众人智
一人之下，万人之上
一人之下， 万人之上
一人之交
一人传十，十人传百
一人传虚，万人传实
一人传虚， 万人传实
一人作
一人作事一人当
一人作罪一人当
一人做事一人当
一人半
一人吃斋，十人念佛
一人向隅， 满坐不乐
一人善射， 百夫决拾
一人得道，鸡犬升天
一人得道， 鸡犬升天
一人得道， 鸡犬飞升
一人敌
一人有庆
一人有庆，兆民赖之
一人永占
一人泉
一人班
一人飞升， 仙及鸡犬
一介
一介不取
一介不苟
一介之使
一介之善
一介之士
一介之才
一介行人
一介行李
一仍
一仍旧贯
一从
一代
一代不如一代
一代儿
一代宗匠
一代宗臣
一代巨擘
一代文宗
一代楷模
一代红妆
一代谈宗
一代风流
一代鼎臣
一令
一以当十
一以当百
一以贯之
一价
一价吃到饱
一任
一份
一伏时
一众
一伙
一伙子持卧单
一会
一会价
一会儿
一会儿风，一会儿雨
一会子
一会家
一传十十传百
一传十，十传百
一似
一体
一体两面
一体化
一体式
一体成型
一何
一佛出世
一佛出世，二佛升天
一佛出世， 二佛升天
一佛出世，二佛涅槃
一佛出世， 二佛涅槃
一佛出世，二佛涅盘
一佛出世， 二佛涅盘
一佛出世，二佛生天
一佛出世， 二佛生天
一作
一例
一依
一依旧式
一侧
一侧化
一借
一倡一和
一倡三叹
一倡百和
一偏
一偏之见
一偏之论
一停
一停儿
一偿夙愿
一偿宿愿
一傅众咻
一傮情二傮例
一儹劲
一元
一元化
一元复始
一元大武
一元方程式
一元木公
一元论
一元酸
一元醇
一光
一克
一免一补
一党
一党专制
一六兀剌
一共
一兵一卒
一再
一再行
一军
一冲一撞
一冲性儿
一冲性子
一决胜负
一决雌雄
一决高下
一准
一出
一击入洞
一刀
一刀一割
一刀一枪
一刀两断
一刀两段
一刀切
一刀圭
一刀毙命
一分
一分一毫
一分为二
一分子
一分熟
一分耕耘，一分收获
一分行情一分货
一分行情，一分货
一分钱一分货
一分钱，一分货
一分钱两分货
一切
一切万物
一切从简
一切众生
一切向钱看
一切如旧
一切就绪
一切智
一切有情
一切法
一切现成
一切种智
一切经
一切经音义
一切诸佛
一切险
一列
一则
一则一， 二则二
一则以喜，一则以忧
一则以喜，一则以惧
一初
一别头
一别气
一别苗头
一刬
一到
一到伴
一到处
一制性资源定位法
一刷
一刹
一刹那
一刹那顷
一刻
一刻千金
一剑之任
一剪梅
一副
一割
一劄眼
一力
一力承当
一力降十会
一加二咖啡
一动
一动不动
一动不如一静
一劫
一劲
一劳久逸
一劳永逸
一势
一勇之夫
一勇性
一勺烩
一包在内
一匊
一化
一匙
一匡
一匡九合
一匡天下
一匮
一匹
一匹锦
一匹雏
一区
一十八般兵器
一十八般武艺
一千零一夜
一半
一半儿
一半天
一半子
一卒
一卒之令
一卒之田
一卖
一卡多号
一卡通
一卦
一卧不起
一卷
一历历
一厘一毫
一原
一厢
一厢情愿
一去不回
一去不复返
一去不返
一去无影踪
一又
一双
一双两好
一反
一反一复
一反常态
一反往常
一反手
一发
一发不可收拾
一发千钧
一发而不可收
一取
一变
一叙
一叠
一叠声
一叠连
一口
一口一声
一口不能着两匙
一口两匙
一口中
一口价
一口价儿
一口吃不成胖子
一口吃个胖子
一口同声
一口同音
一口吸尽西江水
一口咬定
一口咬死
一口气
一口气儿
一口胡柴
一口钟
一口长斋
一口饭
一古脑儿
一句
一句话
一句钟
一只碗不响，两只碗叮当
一台二妙
一台二绝
一叶
一叶兰
一叶扁舟
一叶报秋
一叶知秋
一叶秋
一叶蔽目
一叶蔽目，不见泰山
一叶蔽目， 不见泰山
一叶迷山
一叶障目
一叶障目，不见泰山
一叶障目， 不见泰山
一号
一号木杆
一号电池
一吃一添
一各多
一各都
一合
一合儿
一合再离
一吊
一同
一名
一名半职
一后晌
一吐
一吐为快
一向
一向卧
一向子
一向眠
一吟一咏
一吠百声
一听
一吷
一吹一唱
一员
一周
一周回
一周遭
一呱声
一味
一味禅
一呵
一呵而就
一呼
一呼再喏
一呼再诺
一呼百应
一呼百诺
一命
一命之荣
一命呜呼
一命呜唿
一命归天
一命归西
一命归阴
一和
一和和
一咏一觞
一咕噜
一品
一品白衫
一品红
一品锅
一哄
一哄而上
一哄而散
一哄而起
一哄而集
一哇声
一哥
一哭二闹三上吊
一唯
一唱
一唱一和
一唱三叹
一唱百和
一唱雄鸡天下白
一唾
一唿再诺
一唿百应
一唿百诺
一善
一喝
一喷一醒
一嗣
一嘟噜
一噎止餐
一嚬一笑
一回
一回事
一回家
一回生两回熟
一回生，两回熟
一回生二回熟
一回生， 二回熟
一团
一团乱糟
一团乱麻
一团和气
一团娇
一团漆黑
一团火
一团糟
一国三公
一国两制
一圆
一圈
一圪垛
一圪堵
一圪塔
一地
一地两检
一地胡拿
一地里
一地里胡拏
一地鸡毛
一场
一场官司一场火，任你好汉无处躲
一场官司一场火，任你好汉没处躲
一场春梦
一场空
一坐
一坐一起
一坐尽倾
一坐尽惊
一坐皆惊
一块
一块儿
一块土
一块堆
一块石头抛上天
一块石头掉井里
一块石头落了地
一块石头落地
一块羊肉落在狗口里
一块肉
一坨
一垛
一埚
一培土
一堂
一堆
一堆生
一塌儿
一塌刮子
一塌括仔
一塌括子
一塌煳涂
一塌糊涂
一塌胡涂
一境
一墙难挡八面风
一壁
一壁厢
一壮
一声
一声不吭
一声不响
一声令下
一壶
一壶千金
一处
一夏
一夔
一夔一契
一夔已足
一夔足
一夕
一夕一朝
一夕三迁
一夕数惊
一多对应
一夜
一夜之间
一夜天
一夜夫妻百夜恩
一夜夫妻百日恩
一夜情
一夜无梦
一夜无眠
一夜爆红
一夜被蛇咬，十日怕麻绳
一夜露水
一大三大
一大串
一大二小
一大些
一大会儿
一大劫
一大半
一大堆
一大把
一大摞
一大早
一大早儿
一大溜
一大熘
一大趸儿
一大通
一大郎当
一大钱
一天
一天一个样
一天一个现在
一天一地
一天到晚
一天星斗
一天火
一夫
一夫一妻
一夫一妻制
一夫之勇
一夫之用
一夫出死， 千乘不轻
一夫多妻
一夫多妻制
一夫当关
一夫当关，万夫莫开
一夫当关， 万夫莫开
一夫当关， 万夫莫摧
一夫当关，万夫莫敌
一夫当关， 万夫莫敌
一夫拚命， 万夫难敌
一夫敢死， 千夫莫当
一夫用
一夫荷戟， 千人莫当
一央一个肯
一失足成千古恨
一头
一头人情，两面光
一头儿沉
一头地
一头撞倒南墙
一头撞死
一头放火，一头放水
一头栽到阴沟里
一头栽进
一头水
一头热
一头蹉
一头雾水
一奇
一契
一套
一套手
一女不吃两家茶
一好
一如
一如往常
一如所料
一如既往
一妹
一妻制
一妻多夫制
一姐
一姓
一子儿
一子出家，七祖升天
一子出家， 七祖升天
一子出家， 九祖升天
一子悟道， 九族生天
一子继承制
一孔
一孔之见
一孔出气
一字
一字一句
一字一板
一字一泪
一字一珠
一字三缣
一字不差
一字不忘
一字不提
一字不易
一字不漏
一字不苟
一字不落
一字不识
一字之师
一字书
一字值千金
一字儿
一字入公门，九牛拔不出
一字入公门， 九牛拔不出
一字兼金
一字千秋
一字千金
一字半句
一字封
一字巾
一字师
一字王
一字眉
一字禅
一字纵队
一字肩背心
一字褒贬
一字襟坎肩儿
一字连城
一字长城
一字长蛇阵
一字阵
一字马
一字髯
一学就会
一宅
一宅分两院
一宗
一官一集
一官半职
一定
一定不易
一定不移
一定之规
一定要
一宛
一实
一宠性儿
一审
一客不烦两家
一客不烦二主
一客不犯二主
一客弗烦两主
一宫
一家
一家一个主，一庙一个神
一家一火
一家一计
一家不成， 两家现在
一家之主
一家之作
一家之学
一家之言
一家之论
一家之说
一家之辞
一家书
一家人
一家人不说两家话
一家伙
一家哭
一家大小
一家女不吃两家茶
一家子
一家无二
一家春
一家眷属
一家章句
一家老小
一家花
一家言
一家语
一家货
一家门
一家门口一个天
一家骨肉
一宿
一宿之行
一宿觉
一密
一寒如此
一察
一寸
一寸丹
一寸丹心
一寸光阴一寸金
一寸光阴一寸金，寸金难买寸光阴
一寸心
一寸秋波
一寸葚
一寸赤心
一寸金
一寸阴
一对
一对一
一对一斗牛
一对儿
一寻
一寻一个着
一寿
一封
一封书
一封轺传
一封驼
一射
一射之地
一将守关，万夫莫开
一尊
一小
一小会
一小撮
一小部分
一小阵儿
一尔
一尘
一尘不到
一尘不染
一尘不缁
一就
一就手儿
一尺
一尺之面
一尺布，尚可缝
一尺捶
一尺水十丈波
一尺水，十丈波
一尺水，百丈波
一尺水翻腾做一丈波
一尺素
一尺腰
一尺还他十寸
一局
一屁股
一层
一层天
一层窗户纸捅破
一屋
一屐
一展身手
一展长才
一属
一屯
一山不容二虎
一山不藏二虎
一岁三迁
一岁九迁
一岁使长百岁奴
一岁再赦
一岁载赦
一川
一巡
一工
一工儿
一差两讹
一差二误
一差二错
一差半错
一己
一己之物
一己之私
一己之见
一巴掌
一布
一帆
一帆顺风
一帆风
一帆风顺
一帖
一带
一带一路
一带儿
一带而过
一席
一席之地
一席地
一席话
一帮
一幅
一幕
一干
一干一方
一干二净
一平
一年一度
一年三秀
一年三节
一年之计在于春
一年之计， 莫如树谷
一年到头
一年半
一年半载
一年四季
一年多
一年大，二年小
一年大， 二年小
一年春尽一年春
一年景
一年期
一年生
一年生作物
一年生植物
一年被蛇咬， 三年怕井绳
一年被蛇咬，三年怕草索
一年被蛇咬， 三年怕草索
一年被蛇咬，十年怕井绳
一并
一庄
一床
一床一卧
一床三放
一床两好
一床锦被盖过
一床锦被遮盖
一应
一应俱全
一底一面
一府
一府二鹿三艋舺
一度
一度着蛇咬，怕见断井索
一座
一座皆惊
一庹
一廉如水
一廛
一弄
一弄儿
一式
一式一样
一式二份
一弓
一弛一张
一张一弛
一弦琴
一弯
一弹指
一弹指顷
一归
一形
一彪
一彻万融
一往
一往情深
一往无前
一往直前
一往而深
一征
一径
一律
一得
一得之功
一得之愚
一得之见
一微尘
一德
一德一心
一心
一心一力
一心一德
一心一意
一心一腹
一心一计
一心一路
一心三观
一心不乱
一心二用
一心人
一心同体
一心同功
一心同归
一心多用
一心挂两头
一心无二
一心无罣碍
一快
一念
一念三千
一念之差
一念之误
一念之错
一念之间
一念坚贞
一忽
一忽儿
一忽忽
一忽拉
一忽溜
一忽闪
一怒而去
一怔
一性
一总
一恁
一息
一息奄奄
一息尚存
一惊一乍
一惊一咋
一想红，二想黑
一意
一意孤行
一愣
一憋气
一戎
一戎衣
一成
一成一旅
一成不变
一成不易
一或
一战
一战而霸
一截
一戳四直溜
一户一验
一房
一房一卧
一房一厅
一房一验
一扇风
一手
一手一脚
一手一足
一手交钱，一手交货
一手交钱， 一手交货
一手儿
一手包办
一手包揽
一手托两家
一手承运
一手把
一手提拔
一手独拍， 虽疾无声
一手遮天
一手难掩天下人耳目
一扎脚
一扎脚儿
一扑
一扑心
一扑纳心
一打
一打三分低
一托头
一托气
一扠
一扫
一扫而光
一扫而空
一批
一技之长
一技在身
一抄
一把
一把好手
一把子
一把屎一把尿
一把屎，一把尿
一把年纪
一把手
一把抓
一把抓了两头弗露
一把死拿
一把死拿儿
一把眼泪一把鼻涕
一把罩
一把莲
一把钥匙开一把锁
一把鼻涕，一包眼泪
一抓一大把
一抔土
一投
一折
一折一磨
一折两段
一折书
一折八扣
一折式
一抛
一报还一报
一抹
一抹光
一抹到底
一抹头
一抹黑
一抿子
一担挑
一拆雨
一拉溜
一拍两散
一拍即合
一拏
一拐一拐
一拓
一拘
一招
一招鲜， 吃遍天
一拥而上
一拥而入
一拥而进
一拧身
一拨
一拨儿
一拨甩
一括
一拳
一拳头砸出一眼井
一拳柱定
一拳碎黄鹤
一拿一个着
一挂
一指
一指头禅
一指禅
一指禅推法
一指蔽目， 不见泰山
一指马
一挥九制
一挥而就
一挥而成
一挺
一捧
一捧雪
一捻
一捻捻
一捻红
一掇
一掇气
一掌
一掌金
一排
一探究竟
一接
一接如旧
一推六二五
一掬
一掬同情之泪
一掴一掌血
一掷
一掷乾坤
一掷千金
一掷百万
一揆
一握
一揽包收
一揽子
一搅果
一搤
一搦
一搭
一搭一唱
一搭一档
一搭两用
一摇一摆
一摇三摆
一摇三晃
一摸黑
一撇
一撇子
一撒
一撒手儿
一撒花
一撮
一操
一攒
一攒劲
一攒攒
一支
一支半节
一改再改
一改故辙
一敌国
一整天
一文
一文不值
一文不名
一文半文
一文如命
一文钱
一文钱逼死英雄汉
一文钱难倒英雄汉
一斑
一斑半点
一斗珠
一斗米养个恩人，一石米养个仇人
一斛凉州
一斛珠
一斧子砍到底
一斩齐
一断
一新
一新耳目
一方
一方水土养一方人
一方面
一旁
一族
一旗一枪
一旗二鎗
一旗半鎗
一无
一无下落
一无可取
一无所动
一无所好
一无所得
一无所成
一无所有
一无所求
一无所知
一无所能
一无所获
一无所长
一无所闻
一无是处
一无长物
一日
一日一夕
一日一夜
一日万几
一日万机
一日万里
一日三， 三日九
一日三复
一日三岁
一日三月
一日三省
一日三秋
一日三覆
一日三餐
一日不作， 一日不食
一日不作， 百日不食
一日不如一日
一日不害羞， 三日吃饱饭
一日不稼， 百日不食
一日不见，如隔三秋
一日不识羞， 十日不忍饿
一日两，两日三
一日两， 两日三
一日为师，终身为父
一日为师， 终身为父
一日之计在于晨
一日之长
一日之雅
一日九迁
一日千丈
一日千里
一日叫娘，终身是母
一日夫妻百日恩
一日家
一日必葺
一日捐
一日无常
一日欢
一日纵敌， 万世之患
一日纵敌， 数世之患
一旦
一旦一夕
一旦夜
一旦无常
一旦无常万事休
一早
一早起
一早起了
一时
一时一刻
一时三刻
一时不等一时
一时之急
一时之权
一时之秀
一时之选
一时之间
一时伯仲
一时俸
一时兴起
一时千载
一时半会
一时半会儿
一时半刻
一时半晌
一时半霎
一时权宜
一时横流
一时煳涂
一时瑜亮
一时糊涂
一时间
一昏
一易
一易之地
一昔
一星
一星儿
一星半点
一星半点儿
一星子
一星星
一星终
一昧
一昧里
一昨
一是
一是一，二是二
一是一， 二是二
一晃
一晃眼
一晌
一晦一明
一景儿
一晷
一暮
一暴十寒
一曙
一曝十寒
一曰
一曲
一曲千金
一曲阳关
一更
一替
一替一句
一月
一月九迁
一月份
一月日
一服
一望
一望无垠
一望无边
一望无际
一望而知
一朝
一朝一夕
一朝之忿
一朝之患
一朝千里
一朝夕
一朝天子一朝臣
一朝怀胎， 十月分娩
一朝权在手，便把令来行
一朝权在手， 便把令来行
一朝被蛇咬，三年怕井绳
一朝被蛇咬，十年怕井绳
一朝被蛇咬，十年怕草绳
一朝马死黄金尽
一期
一木之枝
一木难扶
一木难支
一本
一本万利
一本万殊
一本初衷
一本正经
一本通
一札眼
一札脚
一朵花
一朵鲜花插在牛粪上
一机灵
一杆子
一杆子插到底
一杆进洞
一束
一条
一条心
一条扁担两头挑
一条提
一条枪
一条籐儿
一条线儿拴俩蚂蚱
一条绳上的蚂蚱
一条肠子
一条腿
一条腿儿
一条藤儿
一条虫
一条街
一条路走到黑
一条跳板上走路
一条边
一条道儿走到黑
一条道走到黑
一条道跑到黑
一条鞭
一条龙
一条龙服务
一来
一来一往
一来二去
一来照顾郎中，二来又医得眼好
一杯
一杯羹
一板
一板一眼
一板三眼
一枕
一枕南柯
一枕槐安
一枕邯郸
一枕黄粱
一枝
一枝一节
一枝才
一枝春
一枝栖
一枝桂
一枝独秀
一枝瓶
一枝花
一枝草，一点露
一枝藤
一枝香
一枪一旗
一枪命中
一架子
一柞
一柱
一柱承天
一柱擎天
一柱观
一树百获
一栖两雄
一样
一样米养百样人
一根
一根一板
一根喉咙出气
一根筋
一根绳上的蚂蚱
一根肚肠到底
一根藤上的瓜
一桁
一案
一档子
一桩
一桮羹
一梢
一梦华胥
一棍子打死
一棍打一船
一棒一条痕
一棒子
一棚
一棵树上吊死人
一棹
一棺之土
一椽
一椽板屋
一概
一概抹杀
一概而言
一概而论
一榜
一榻括子
一榻胡涂
一槌定音
一模一样
一模二样
一次
一次全倒
一次函数
一次又一次
一次性
一次性杯子
一次性筷子
一次总付
一次方程
一次方程式
一次生，两次熟
一次能源
一歇
一歇歇
一正
一正压百邪
一步
一步一个台阶
一步一个脚印
一步一个脚印儿
一步一回头
一步一攧
一步一脚印
一步一趋
一步一踱
一步一鬼
一步八个谎
一步到位
一步棋
一步步
一步登天
一步裙
一步错，步步错
一死一生
一死一生， 乃知交情
一死儿
一死生
一死的
一段
一殿
一毂辘
一比
一毛
一毛一样
一毛不拔
一毛钱
一毫
一毫不差
一毫不染
一毫不苟
一毫千里
一毫子
一民同俗
一气
一气一个死
一气之下
一气儿
一气呵成
一气浑成
一氧化二氮
一氧化氮
一氧化物
一氧化碳
一氧化碳中毒
一水两水
一水儿
一江山
一江风
一汤
一汪
一沐三捉发
一沐三握发
一沐三握发，一饭三吐哺
一沓
一沤
一河
一治一乱
一沾
一泓
一法
一泡
一泡子
一波
一波万波
一波三折
一波才动万波随
一波未平，一波又起
一波未平， 一波又起
一注
一泻万里
一泻千里
一泻百里
一泼滩
一派
一派胡言
一派谎言
一流
一浆十饼
一浪淌
一涌性
一涝
一涯
一淘
一混
一混汤子
一清专案
一清二楚
一清二白
一清如水
一清早
一渊不两蛟
一游一豫
一湾
一湾子
一溉
一溜
一溜串儿
一溜儿
一溜兀剌
一溜子
一溜歪斜
一溜水
一溜烟
一溜遭
一溜雷
一溜鞭光
一溜风
一滚
一满
一滩
一滴
一滴无存
一滴禅
一潭死水
一火
一火洒
一灭行
一灵
一灵真性
一炊
一炬
一炮台
一炮打响
一炮而红
一炷香
一点
一点一滴
一点一点
一点不
一点儿
一点半点
一点就通
一点水一个泡
一点灵犀
一点点
一点论
一点通
一熏一莸
一熘
一熘儿
一熘子
一熘歪斜
一熘烟
一熘风
一爨
一片
一片丹心
一片冰心
一片声
一片婆心
一片宫商
一片散沙
一片汪洋
一片痴心
一片真心
一片石
一片至诚
一片苦心
一片赤心
一版
一牛吼地
一牛鸣
一牛鸣地
一物
一物一主
一物一制
一物不成， 两物见在
一物不知
一物克一物
一物降一物
一牵
一犁两坝
一犁雨
一犬吠形，百犬吠声
一犬吠形， 百犬吠声
一犬吠形， 群犬吠声
一犬吠影， 百犬吠声
一犯再犯
一状
一狐之掖
一狐之腋
一狠二狠
一献
一献三售
一献三酬
一王
一王法
一现昙华
一班
一班一级
一班一辈
一班儿
一班半点
一理
一琴一鹤
一瓜一蒂
一瓢
一瓢饮
一瓣子心
一瓣心香
一瓣香
一瓶子不响，半瓶子晃荡
一瓻
一甘
一生
一生一世
一生一代
一生世
一生九死
一生人
一生受用不尽
一生吃着不尽
一生死
一甲
一甲一名
一甲子
一男半女
一画开天
一略数
一番
一番口舌
一疙瘩
一病不起
一痕
一瘸一拐
一瘸一簸
一登龙门
一百
一百一
一百个
一百二十行
一百五
一百五日
一百八
一百八十度
一百八盘
一百六
一百分
一百只麻雀炒成一盘菜
一皆
一盆浆煳
一盆浆糊
一盆火儿
一盆糨糊
一盏
一盏茶工夫
一盏茶时
一盘散沙
一盘棋
一盛
一目
一目之士
一目了然
一目五行
一目十行
一目数行
一直
一直以来
一直声
一相情愿
一盼心
一眉
一眚
一真二实
一眨巴眼
一眨眼
一眼
一眼井
一眼望去
一眼看破
一眼看穿
一着
一着不慎全盘皆输
一着不慎，满盘皆输
一着错，满盘俱是空
一睦
一睹
一瞑不视
一瞥
一瞬
一瞬间
一矢中的
一矢之地
一矢双穿
一矢地
一知半见
一知半解
一知片解
一短
一石两鸟
一石二鸟
一石几钟
一码子
一码新
一碗水往平处端
一碗水端平
一碗饭时
一碧万顷
一磔手
一祖三宗
一神教
一神论
一票
一票式
一票难求
一禾九穗
一秉大公
一秉至公
一秉虔诚
一种
一秘
一秤不抵一秤
一秦
一秩
一积
一程
一程子
一稔
一穗三秀
一穷二白
一空
一空依傍
一窄巴
一窍不通
一窍通百窍通
一窖尘
一窗式
一窝一块
一窝一拖
一窝丝
一窝儿
一窝子
一窝蜂
一窝风
一窠
一窠子
一窠麻
一窥堂奥
一窥端倪
一站式
一竟
一章
一端
一竹竿到底
一竹竿打到底
一竿
一竿子
一竿子打翻一条船
一竿子打翻一船人
一竿子插到底
一笏
一笑一颦
一笑了之
一笑了事
一笑倾城
一笑千金
一笑百媚
一笑粲
一笑置之
一笔
一笔一画
一笔不苟
一笔书
一笔勾
一笔勾断
一笔勾消
一笔勾销
一笔带过
一笔抹𢫬
一笔抹倒
一笔抹杀
一笔抹煞
一笔画
一笔锦
一笛
一符
一笪
一笴
一等
一等一
一等奖
一答
一答一合
一答一和儿
一筹
一筹莫展
一签儿
一箍脑儿
一算
一管
一箩筐
一箪一瓢
一箭
一箭上垛
一箭中的
一箭之仇
一箭之地
一箭双雕
一箭道
一箸
一篇
一篑
一篓油
一篷
一簇
一簧两舌
一米线
一类
一类保护动物
一籽一瓣儿
一粒老鼠屎坏了一锅粥
一粟
一粲
一精
一系列
一索
一索得男
一索成男
一索珠
一紧二慢三罢休
一紫
一絇
一緺
一纠
一𢬍红
一红二白
一级
一级传播
一级士官
一级头
一级市场
一级方程式
一级棒
一级谋杀罪
一纪
一纯
一纲多本
一纳
一纳头
一纸
一纸书
一纸千金
一纸空文
一线
一线之路
一线之间
一线之隔
一线天
一线希望
一线微光
一线曙光
一线生机
一终
一经
一经举
一经之训
一经程
一络索
一绝
一统
一统天下
一统志
一继
一继一及
一绳
一维
一绺
一缕
一缕烟
一缘
一缘一会
一网尽扫
一网成擒
一网打尽
一群
一羽
一翻
一老
一老一实
一者
一而不党
一而二，二而一
一而二， 二而一
一而二，二而三
一而二， 二而三
一而再，再而三
一而再， 再而三
一耦
一联
一聚
一聚枯骨
一肉
一肚
一肚子
一肚皮
一股
一股劲
一股劲儿
一股子
一股拢总
一股气
一股清流
一股脑
一股脑儿
一股那
一肢一节
一肢半节
一肩
一肩两锄
一肩儿
一肩挑
一胎制
一胎化
一胎生两三个孩子
一能
一脉
一脉同气
一脉相传
一脉相承
一脉相连
一脉相通
一脉香烟
一脑门子
一脑门子官司
一脔
一脚
一脚不移
一脚地
一脚指
一脚耧
一脚脚
一脚门里，一脚门外
一脚高一脚低
一脱气
一脸茫然
一腊
一腋
一腔
一腔火
一腔热血
一腰
一臂
一臂之力
一自
一至
一至于斯
一至于此
一致
一致之节
一致字
一致性
一致性效应
一致百虑
一舍
一般
一般人
一般原则
一般废弃物回收清除处理基金会
一般性
一般无二
一般来讲
一般来说
一般样
一般法
一般而言
一般般
一般见识
一般规定
一般规律
一般说来
一般贸易
一色
一色一样
一色服
一色衣
一艺
一节
一节儿
一节诗
一芥
一花
一花五叶
一花独放
一芳
一芹
一苇
一苇渡江
一若
一茅三脊
一茎
一茎一草
一茎九穗
一茎六穗
一茶
一茶顷
一草一木
一莞
一萍
一萼红
一落
一落千丈
一落索
一蒂儿到底
一蓦
一蓬烟
一蓺
一薰一莸
一藏
一虎不河
一虎口
一虎难敌众犬
一蛇二首
一蟹不如一蟹
一蟹讥
一血
一行
一行三昧
一行书
一行人
一行作吏
一街
一街两巷
一衣带水
一表
一表人才
一表人材
一表人物
一表堂堂
一表非俗
一表非凡
一衲
一袭
一裁
一裹圆
一裹穷
一裹脑子
一要
一见了然
一见倾心
一见喜
一见如故
一见如旧
一见钟情
一见高低
一规
一觅
一视
一视同仁
一览
一览众山小
一览无余
