䰰䰰
一個巴掌拍不響
一個心眼
一個心眼兒
一個接一個
一個是一個
一個樣
一個樣兒
一個獵古調
一個碗內兩張匙，不是湯著就抹著
一個稿子
一個紅臉一個白臉
一個老鼠害一鍋湯
一個蘿蔔一個坑
一個蘿蔔一個坑兒
一個蘿蔔兩頭切
一個跟斗十萬八千里
一個錢打二十四個結
一個鍋裡吃飯的
一個頭兩個大
一個饅頭，也得蒸熟吃
一個鼻孔出氣
一借
一倡一和
一倡三嘆
一倡三歎
一倡百和
一偏
一偏之見
一偏之論
一停
一停兒
一側
一側化
一傅眾咻
一傢伙
一傮情二傮例
一傳十十傳百
一傳十，十傳百
一價
一價吃到飽
一償夙願
一償宿願
一儹勁
一元
一元化
一元大武
一元復始
一元方程式
一元木公
一元論
一元酸
一元醇
一光
一克
一免一補
一兩
一六兀剌
一共
一兵一卒
一再
一再行
一刀
一刀一割
一刀一槍
一刀兩斷
一刀兩段
一刀切
一刀圭
一刀斃命
一分
一分一毫
一分子
一分為二
一分熟
一分耕耘，一分收穫
一分行情一分貨
一分行情，一分貨
一分錢一分貨
一分錢，一分貨
一分錢兩分貨
一切
一切向錢看
一切如舊
一切就緒
一切從簡
一切智
一切有情
一切法
一切現成
一切眾生
一切種智
一切經
一切經音義
一切萬物
一切諸佛
一切險
一列
一初
一別氣
一別苗頭
一別頭
一到
一到伴
一到處
一制性資源定位法
一刷
一刻
一刻千金
一則
一則一， 二則二
一則以喜，一則以憂
一則以喜，一則以懼
一剎
一剎那
一剎那頃
一剗
一剪梅
一副
一割
一劄眼
一劍之任
一力
一力承當
一力降十會
一加二咖啡
一劫
一勁
一勇之夫
一勇性
一動
一動不動
一動不如一靜
一勞久逸
一勞永逸
一勢
一勺燴
一包在內
一匊
一化
一匙
一匡
一匡九合
一匡天下
一匱
一匹
一匹錦
一匹雛
一區
一十八般兵器
一十八般武藝
一千零一夜
一半
一半兒
一半天
一半子
一卒
一卒之令
一卒之田
一卡多號
一卡通
一卦
一卷
一原
一去不回
一去不復返
一去不返
一去無影蹤
一又
一反
一反一復
一反常態
一反往常
一反手
一取
一口
一口一聲
一口不能著兩匙
一口中
一口價
一口價兒
一口兩匙
一口吃不成胖子
一口吃個胖子
一口同聲
一口同音
一口吸盡西江水
一口咬定
一口咬死
一口氣
一口氣兒
一口胡柴
一口鐘
一口長齋
一口飯
一古腦兒
一句
一句話
一句鍾
一句鐘
一吃一添
一各多
一各都
一合
一合兒
一合再離
一同
一名
一名半職
一吐
一吐為快
一向
一向子
一向眠
一向臥
一吟一詠
一吠百聲
一吷
一吹一唱
一周遭
一呱聲
一味
一味禪
一呵
一呵而就
一呼
一呼再喏
一呼再諾
一呼百應
一呼百諾
一命
一命之榮
一命嗚呼
一命嗚唿
一命歸天
一命歸西
一命歸陰
一和
一和和
一咕嚕
一品
一品白衫
一品紅
一品鍋
一哄而上
一哄而起
一哄而集
一哇聲
一員
一哥
一哭二鬧三上吊
一唯
一唱
一唱一和
一唱三嘆
一唱三歎
一唱百和
一唱雄雞天下白
一唾
一唿再諾
一唿百應
一唿百諾
一問
一問一個肯
一問一臨
一問三不知
一問搖頭三不知
一善
一喝
一嗣
一嘟嚕
一噎止餐
一噴一醒
一嚬一笑
一嚴
一回
一回事
一回家
一回生二回熟
一回生， 二回熟
一回生兩回熟
一回生，兩回熟
一圈
一國三公
一國兩制
一圓
一團
一團亂糟
一團亂麻
一團和氣
一團嬌
一團漆黑
一團火
一團糟
一圪垛
一圪堵
一圪塔
一地
一地兩檢
一地胡拿
一地裡
一地裡胡拏
一地雞毛
一坐
一坐一起
一坐皆驚
一坐盡傾
一坐盡驚
一坨
一垛
一培土
一堂
一堆
一堆生
一堝
一報還一報
一場
一場官司一場火，任你好漢沒處躲
一場官司一場火，任你好漢無處躲
一場春夢
一場空
一塊
一塊兒
一塊土
一塊堆
一塊石頭拋上天
一塊石頭掉井裡
一塊石頭落了地
一塊石頭落地
一塊羊肉落在狗口裡
一塊肉
一塌兒
一塌刮子
一塌括仔
一塌括子
一塌煳塗
一塌糊塗
一塌胡塗
一塵
一塵不到
一塵不染
一塵不緇
一境
一壁
一壁廂
一壯
一壺
一壺千金
一壽
一夏
一夔
一夔一契
一夔已足
一夔足
一夕
一夕一朝
一夕三遷
一夕數驚
一多對應
一夜
一夜之間
一夜天
一夜夫妻百夜恩
一夜夫妻百日恩
一夜情
一夜無夢
一夜無眠
一夜爆紅
一夜被蛇咬，十日怕麻繩
一夜露水
一夢華胥
一夥
一夥子持臥單
一大三大
一大串
一大二小
一大些
一大劫
一大半
一大堆
一大把
一大摞
一大早
一大早兒
一大會兒
一大溜
一大熘
一大躉兒
一大通
一大郎當
一大錢
一天
一天一個樣
一天一個現在
一天一地
一天到晚
一天星斗
一天火
一夫
一夫一妻
一夫一妻制
一夫之勇
一夫之用
一夫出死， 千乘不輕
一夫多妻
一夫多妻制
一夫拚命， 萬夫難敵
一夫敢死， 千夫莫當
一夫用
一夫當關
一夫當關， 萬夫莫摧
一夫當關，萬夫莫敵
一夫當關， 萬夫莫敵
一夫當關，萬夫莫開
一夫當關， 萬夫莫開
一夫荷戟， 千人莫當
一央一個肯
一失足成千古恨
一奇
一契
一套
一套手
一女不吃兩家茶
一好
一如
一如往常
一如所料
一如既往
一妹
一妻制
一妻多夫制
一姐
一姓
一子兒
一子出家，七祖昇天
一子出家， 七祖昇天
一子出家， 九祖昇天
一子悟道， 九族生天
一子繼承製
一孔
一孔之見
一孔出氣
一字
一字一句
一字一板
一字一淚
一字一珠
一字三縑
一字不差
一字不忘
一字不提
一字不易
一字不漏
一字不苟
一字不落
一字不識
一字之師
一字值千金
一字兒
一字入公門，九牛拔不出
一字入公門， 九牛拔不出
一字兼金
一字千秋
一字千金
一字半句
一字封
一字巾
一字師
一字書
一字王
一字眉
一字禪
一字縱隊
一字肩背心
一字褒貶
一字襟坎肩兒
一字連城
一字長城
一字長蛇陣
一字陣
一字馬
一字髯
一學就會
一宅
一宅分兩院
一宗
一官一集
一官半職
一定
一定不易
一定不移
一定之規
一定要
一宛
一客不煩二主
一客不煩兩家
一客不犯二主
一客弗煩兩主
一宮
一家
一家一個主，一廟一個神
一家一火
一家一計
一家不成， 兩家現在
一家之主
一家之作
一家之學
一家之言
一家之說
一家之論
一家之辭
一家人
一家人不說兩家話
一家哭
一家大小
一家女不吃兩家茶
一家子
一家春
一家書
一家無二
一家眷屬
一家章句
一家老小
一家花
一家言
一家語
一家貨
一家門
一家門口一個天
一家骨肉
一宿
一宿之行
一宿覺
一密
一寒如此
一察
一實
一審
一寵性兒
一寸
一寸丹
一寸丹心
一寸光陰一寸金
一寸光陰一寸金，寸金難買寸光陰
一寸心
一寸秋波
一寸葚
一寸赤心
一寸金
一寸陰
一封
一封書
一封軺傳
一封駝
一射
一射之地
一將守關，萬夫莫開
一尊
一尋
一尋一個著
一對
一對一
一對一鬥牛
一對兒
一小
一小撮
一小會
一小部分
一小陣兒
一就
一就手兒
一尺
一尺之面
一尺布，尚可縫
一尺捶
一尺水十丈波
一尺水，十丈波
一尺水，百丈波
一尺水翻騰做一丈波
一尺素
一尺腰
一尺還他十寸
一局
一屁股
一屋
一屐
一展身手
一展長才
一層
一層天
一層窗戶紙捅破
一屬
一屯
一山不容二虎
一山不藏二虎
一川
一巡
一工
一工兒
一差二誤
一差二錯
一差兩訛
一差半錯
一己
一己之物
一己之私
一己之見
一巴掌
一布
一帆
一帆順風
一帆風
一帆風順
一帖
一席
一席之地
一席地
一席話
一帶
一帶一路
一帶兒
一帶而過
一幅
一幕
一幫
一干
一干一方
一干二凈
一平
一年一度
一年三秀
一年三節
一年之計在於春
一年之計， 莫如樹穀
一年之計， 莫如樹谷
一年到頭
一年半
一年半載
一年四季
一年多
一年大，二年小
一年大， 二年小
一年春盡一年春
一年景
一年期
一年生
一年生作物
一年生植物
一年被蛇咬， 三年怕井繩
一年被蛇咬，三年怕草索
一年被蛇咬， 三年怕草索
一年被蛇咬，十年怕井繩
一床
一床一臥
一床三放
一床兩好
一床錦被蓋過
一床錦被遮蓋
一底一面
一府
一府二鹿三艋舺
一度
一度著蛇咬，怕見斷井索
一座
一座皆驚
一庹
一廂
一廂情願
一廉如水
一廛
一弄
一弄兒
一式
一式一樣
一式二份
一弓
一弔
一弛一張
一弦琴
一張一弛
一彆頭
一彈指
一彈指頃
一彎
一形
一彪
一往
一往情深
一往無前
一往直前
一往而深
一律
一後晌
一徑
一得
一得之功
一得之愚
一得之見
一從
一微塵
一徵
一德
一德一心
一徹萬融
一心
一心一力
一心一德
一心一意
一心一腹
一心一計
一心一路
一心三觀
一心不亂
一心二用
一心人
一心同功
一心同歸
一心同體
一心多用
一心掛兩頭
一心無二
一心無罣礙
一快
一念
一念三千
一念之差
一念之誤
一念之錯
一念之間
一念堅貞
一忽
一忽兒
一忽忽
一忽拉
一忽溜
一忽閃
一怒而去
一怔
一性
一恁
一息
一息奄奄
一息尚存
一想紅，二想黑
一意
一意孤行
一愣
一憋氣
一應
一應俱全
一戎
一戎衣
一成
一成一旅
一成不易
一成不變
一或
一截
一戰
一戰而霸
一戳四直溜
一戶一驗
一房
一房一廳
一房一臥
一房一驗
一扇風
一手
一手一腳
一手一足
一手交錢，一手交貨
一手交錢， 一手交貨
一手兒
一手包攬
一手包辦
一手承運
一手把
一手提拔
一手獨拍， 雖疾無聲
一手託兩家
一手遮天
一手難掩天下人耳目
一打
一打三分低
一托氣
一托頭
一扠
一批
一技之長
一技在身
一抄
一把
一把好手
一把子
一把屎一把尿
一把屎，一把尿
一把年紀
一把手
一把抓
一把抓了兩頭弗露
一把死拿
一把死拿兒
一把眼淚一把鼻涕
一把罩
一把蓮
一把鑰匙開一把鎖
一把鼻涕，一包眼淚
一抓一大把
一抔土
一投
一折
一折一磨
一折兩段
一折八扣
一折書
一抹
一抹光
一抹到底
一抹頭
一抹黑
一抿子
一拆雨
一拉溜
一拋
一拍兩散
一拍即合
一拏
一拐一拐
一拓
一拘
一招
一招鮮， 吃遍天
一括
一拳
一拳柱定
一拳碎黃鶴
一拳頭砸出一眼井
一拿一個著
一指
一指禪
一指禪推法
一指蔽目， 不見泰山
一指頭禪
一指馬
一挺
一捧
一捧雪
一捲
一捻
一捻捻
一捻紅
一掃
一掃而光
一掃而空
一掇
一掇氣
一掌
一掌金
一排
一掛
一探究竟
一接
一接如舊
一推六二五
一掬
一掬同情之淚
一揆
一握
一揮九制
一揮而就
一揮而成
一搖一擺
一搖三擺
一搖三晃
一搤
一搦
一搭
一搭一唱
一搭一檔
一搭兩用
一摑一掌血
一摸黑
一摺式
一撇
一撇子
一撒
一撒手兒
一撒花
一撥
一撥兒
一撥甩
一撮
一撲
一撲心
一撲納心
一擁而上
一擁而入
一擁而進
一擊入洞
一操
一擔挑
一擫紅
一擰身
一擲
一擲乾坤
一擲千金
一擲百萬
一攢
一攢勁
一攢攢
一攪果
一攬包收
一攬子
一支
一支半節
一改再改
一改故轍
一敗
一敗塗地
一敗如水
一敘
一整天
一敵國
一文
一文不值
一文不名
一文半文
一文如命
一文錢
一文錢逼死英雄漢
一文錢難倒英雄漢
一斑
一斑半點
一斗珠
一斗米養個恩人，一石米養個仇人
一斛涼州
一斛珠
一斧子砍到底
一斬齊
一新
一新耳目
一斷
一方
一方水土養一方人
一方面
一旁
一族
一旗一槍
一旗二鎗
一旗半鎗
一日
一日一夕
一日一夜
一日三， 三日九
一日三復
一日三月
一日三歲
一日三省
一日三秋
一日三複
一日三覆
一日三餐
一日不作， 一日不食
一日不作， 百日不食
一日不如一日
一日不害羞， 三日吃飽飯
一日不稼， 百日不食
一日不見，如隔三秋
一日不識羞， 十日不忍餓
一日之計在於晨
一日之長
一日之雅
一日九遷
一日兩，兩日三
一日兩， 兩日三
一日千丈
一日千里
一日叫孃，終身是母
一日夫妻百日恩
一日家
一日必葺
一日捐
一日歡
一日為師，終身為父
一日為師， 終身為父
一日無常
一日縱敵， 數世之患
一日縱敵， 萬世之患
一日萬幾
一日萬機
一日萬裡
一日萬里
一旦
一旦一夕
一旦夜
一旦無常
一旦無常萬事休
一早
一早起
一早起了
一昏
一易
一易之地
一昔
一星
一星兒
一星半點
一星半點兒
一星子
一星星
一星終
一昧
一昧裡
一昨
一是
一是一，二是二
一是一， 二是二
一時
一時一刻
一時三刻
一時不等一時
一時之急
一時之權
一時之秀
一時之選
一時之間
一時伯仲
一時俸
一時千載
一時半刻
一時半晌
一時半會
一時半會兒
一時半霎
一時橫流
一時權宜
一時煳塗
一時瑜亮
一時糊塗
一時興起
一時間
一晃
一晃眼
一晌
一晦一明
一景兒
一晷
一暮
一暴十寒
一曏
一曙
一曝十寒
一曰
一曲
一曲千金
一曲陽關
一更
一替
一替一句
一會
一會價
一會兒
一會兒風，一會兒雨
一會子
一會家
一月
一月九遷
一月份
一月日
一服
一望
一望無垠
一望無邊
一望無際
一望而知
一朝
一朝一夕
一朝之忿
一朝之患
一朝千里
一朝夕
一朝天子一朝臣
一朝懷胎， 十月分娩
一朝權在手，便把令來行
一朝權在手， 便把令來行
一朝被蛇咬，三年怕井繩
一朝被蛇咬，十年怕井繩
一朝被蛇咬，十年怕草繩
一朝馬死黃金盡
一期
一木之枝
一木難扶
一木難支
一本
一本初衷
一本正經
一本萬利
一本萬殊
一本通
一札眼
一札腳
一朵花
一朵鮮花插在牛糞上
一杆子
一杆子插到底
一束
一杯
一杯羹
一東一西
一板
一板一眼
一板三眼
一枕
一枕南柯
一枕槐安
一枕邯鄲
一枕黃粱
一枝
一枝一節
一枝才
一枝春
一枝桂
一枝棲
一枝獨秀
一枝瓶
一枝花
一枝草，一點露
一枝藤
一枝香
一架子
一柞
一柱
一柱承天
一柱擎天
一柱觀
一根
一根一板
一根喉嚨出氣
一根筋
一根繩上的螞蚱
一根肚腸到底
一根藤上的瓜
一桁
一案
一桮羹
一桿進洞
一條
一條心
一條扁擔兩頭挑
一條提
一條槍
一條籐兒
一條線兒拴倆螞蚱
一條繩上的螞蚱
一條腸子
一條腿
一條腿兒
一條藤兒
一條蟲
一條街
一條路走到黑
一條跳板上走路
一條道兒走到黑
一條道走到黑
一條道跑到黑
一條邊
一條鞭
一條龍
一條龍服務
一梢
一棍子打死
一棍打一船
一棒一條痕
一棒子
一棚
一棲兩雄
一棵樹上吊死人
一棹
一棺之土
一椽
一椽板屋
一概
一概抹殺
一概而言
一概而論
一榜
一榻括子
一榻胡塗
一槌定音
一槍一旗
一槍命中
一樁
一模一樣
一模二樣
一樣
一樣米養百樣人
一樹百穫
一機靈
一檔子
一次
一次全倒
一次函數
一次又一次
一次性
一次性杯子
一次性筷子
一次方程
一次方程式
一次生，兩次熟
一次總付
一次能源
一歇
一歇歇
一正
一正壓百邪
一步
一步一個腳印
一步一個腳印兒
一步一個臺階
一步一回頭
一步一攧
一步一腳印
一步一趨
一步一踱
一步一鬼
一步八個謊
一步八箇謊
一步到位
一步棋
一步步
一步登天
一步裙
一步錯，步步錯
一歲三遷
一歲九遷
一歲使長百歲奴
一歲再赦
一歲載赦
一歷歷
一歸
一死一生
一死一生， 乃知交情
一死兒
一死生
一死的
一段
一殿
一比
一毛
一毛一樣
一毛不拔
一毛錢
一毫
一毫不差
一毫不染
一毫不苟
一毫千里
一毫子
一民同俗
一氣
一氣一個死
一氣之下
一氣兒
一氣呵成
一氣渾成
一氧化二氮
一氧化氮
一氧化物
一氧化碳
一氧化碳中毒
一水兒
一水兩水
一江山
一江風
一汪
一決勝負
一決雌雄
一決高下
一沐三捉髮
一沐三握髮
一沐三握髮，一飯三吐哺
一沓
一沖性兒
一沖性子
一河
一治一亂
一沾
一泓
一法
一泡
一泡子
一波
一波三折
一波才動萬波隨
一波未平，一波又起
一波未平， 一波又起
一波萬波
一注
一派
一派胡言
一派謊言
一流
一浪淌
一涯
一淘
一淵不兩蛟
一混
一混湯子
一清二楚
一清二白
一清如水
一清專案
一清早
一湧性
一湯
一溉
一準
一溜
一溜串兒
一溜兀剌
一溜兒
一溜子
一溜歪斜
一溜水
一溜煙
一溜遭
一溜雷
一溜鞭光
一溜風
一滅行
一滴
一滴無存
一滴禪
一滾
一滿
一漚
一漿十餅
一潑灘
一潭死水
一澇
一瀉千里
一瀉百里
一瀉萬裡
一瀉萬里
一灘
一灣
一灣子
一火
一火灑
一炊
一炬
一炮打響
一炮而紅
一炮臺
一炷香
一無
一無下落
一無可取
一無所動
一無所好
一無所得
一無所成
一無所有
一無所求
一無所獲
一無所知
一無所聞
一無所能
一無所長
一無是處
一無長物
一熘
一熘兒
一熘子
一熘歪斜
一熘煙
一熘風
一燻一蕕
一爨
一爭兩醜，一讓兩有
一爭長短
一爾
一牆難擋八面風
一片
一片丹心
一片冰心
一片婆心
一片宮商
一片散沙
一片汪洋
一片痴心
一片真心
一片石
一片聲
一片至誠
一片苦心
一片赤心
一版
一牛吼地
一牛鳴
一牛鳴地
一物
一物一主
一物一制
一物不成， 兩物見在
一物不知
一物剋一物
一物降一物
一牽
一犁兩壩
一犁雨
一犬吠形，百犬吠聲
一犬吠形， 百犬吠聲
一犬吠形， 群犬吠聲
一犬吠影， 百犬吠聲
一犯再犯
一狀
一狐之掖
一狐之腋
一狠二狠
一獻
一獻三售
一獻三酬
一王
一王法
一班
一班一級
一班一輩
一班兒
一班半點
一現曇華
一理
一琴一鶴
一瓜一蒂
一瓢
一瓢飲
一瓣子心
一瓣心香
一瓣香
一瓶子不響，半瓶子晃蕩
一瓻
一甘
一生
一生一世
一生一代
一生世
一生九死
一生人
一生受用不盡
一生吃著不盡
一生死
一甲
一甲一名
一甲子
一男半女
一畝三分地
一畝之宮
一畝宮
一略數
一番
一番口舌
一畫開天
一疊
一疊聲
一疊連
一疙瘩
一病不起
一痕
一瘸一拐
一瘸一簸
一登龍門
一發
一發不可收拾
一發而不可收
一百
一百一
一百二十行
一百五
一百五日
一百個
一百八
一百八十度
一百八盤
一百六
一百分
一百隻麻雀炒成一盤菜
一皆
一盃羹
一盆漿煳
一盆漿糊
一盆火兒
一盆糨糊
一盛
一盞
一盞茶工夫
一盞茶時
一盤散沙
一盤棋
一目
一目之士
一目五行
一目十行
一目數行
一目瞭然
一直
一直以來
一直聲
一相情願
一盼心
一眉
一眚
一真二實
一眨巴眼
一眨眼
一眼
一眼井
一眼望去
一眼看破
一眼看穿
一眾
一睦
一睹
一瞑不視
一瞥
一瞬
一瞬間
一矢中的
一矢之地
一矢地
一矢雙穿
一知半見
一知半解
一知片解
一短
一石二鳥
一石兩鳥
一石几鍾
一石幾鍾
一碗水往平處端
一碗水端平
一碗飯時
一碧萬頃
一碼子
一碼新
一磔手
一祖三宗
一神教
一神論
一票
一票式
一票難求
一禾九穗
一秉大公
一秉至公
一秉虔誠
一秘
一秤不抵一秤
一秦
一秩
一程
一程子
一稔
一種
一穀不升
一穀不登
一積
一穗三秀
一空
一空依傍
一窄巴
一窖塵
一窗式
一窠
一窠子
一窠麻
一窩一塊
一窩一拖
一窩兒
一窩子
一窩絲
一窩蜂
一窩風
一窮二白
一窺堂奧
一窺端倪
一竅不通
一竅通百竅通
一站式
一竟
一章
一端
一竹竿到底
一竹竿打到底
一竿
一竿子
一竿子打翻一條船
一竿子打翻一船人
一竿子插到底
一笏
一笑一顰
一笑了之
一笑了事
一笑傾城
一笑千金
一笑百媚
一笑粲
一笑置之
一笛
一符
一笪
一笴
一筆
一筆一畫
一筆不苟
一筆勾
一筆勾斷
一筆勾消
一筆勾銷
一筆帶過
一筆抹倒
一筆抹摋
一筆抹殺
一筆抹煞
一筆書
一筆畫
一筆錦
一等
一等一
一等獎
一答
一答一合
一答一和兒
一箇半箇
一箍腦兒
一算
一管
一箭
一箭上垛
一箭中的
一箭之仇
一箭之地
一箭道
一箭雙雕
一箭雙鵰
一箸
一節
一節兒
一節詩
一篇
一篷
一簇
一簍油
一簞一瓢
一簣
一簧兩舌
一簽兒
一籌
一籌莫展
一籮筐
一米線
一籽一瓣兒
一粒老鼠屎壞了一鍋粥
一粟
一粲
一精
一系列
一糾
一紀
一紅二白
一納
一納頭
一純
一紙
一紙千金
一紙書
一紙空文
一級
一級傳播
一級士官
一級市場
一級方程式
一級棒
一級謀殺罪
一級頭
一索
一索得男
一索成男
一索珠
一紫
一紮腳
一紮腳兒
一終
一絇
一絕
一絡索
一統
一統天下
一統志
一絲
一絲一毫
一絲不掛
一絲不苟
一絲兩氣
一絲兩縷
一絲半氣
一絲半粟
一絲半絲
一絲沒兩氣
一絲絲
一經
一經之訓
一經程
一經舉
一維
一綱多本
一網成擒
一網打盡
一網盡掃
一綹
一緊二慢三罷休
一線
一線之路
一線之間
一線之隔
一線天
一線希望
一線微光
一線曙光
一線生機
一緣
一緣一會
一緺
一縷
一縷煙
一總
一繩
一繼
一繼一及
一群
一羽
一翻
一老
一老一實
一者
一而不黨
一而二，二而一
一而二， 二而一
一而二，二而三
一而二， 二而三
一而再，再而三
一而再， 再而三
一耦
一聚
一聚枯骨
一聞千悟
一聯
一聲
一聲不吭
一聲不響
一聲令下
一聽
一肉
一肚
一肚子
一肚皮
一股
一股勁
一股勁兒
一股子
一股攏總
一股氣
一股清流
一股腦
一股腦兒
一股那
一肢一節
一肢半節
一肩
一肩兒
一肩兩鋤
一肩挑
一胎制
一胎化
一胎生兩三個孩子
一能
一脈
一脈同氣
一脈相傳
一脈相承
一脈相通
一脈相連
一脈香煙
一脈香菸
一脫氣
一腋
一腔
一腔火
一腔熱血
一腦門子
一腦門子官司
一腰
一腳
一腳不移
一腳地
一腳指
一腳耬
一腳腳
一腳門裡，一腳門外
一腳高一腳低
一臂
一臂之力
一臉茫然
一臘
一臠
一臥不起
一自
一至
一至於斯
一至於此
一致
一致之節
一致字
一致性
一致性效應
一致百慮
一臺二妙
一臺二絕
一與一
一舉
一舉一動
一舉三反
一舉兩便
一舉兩全
一舉兩得
一舉兩用
一舉千里
一舉成功
一舉成名
一舉成擒
一舉手一投足
一舉手之勞
一舉揚名
一舉數得
一舉而竟全功
一舉萬裡
一舉萬里
一舍
一般
一般人
一般來說
一般來講
一般原則
一般廢棄物回收清除處理基金會
一般性
一般樣
一般法
一般無二
一般而言
一般般
一般見識
一般規定
一般規律
一般說來
一般貿易
一色
一色一樣
一色服
一色衣
一芥
一花
一花五葉
一花獨放
一芳
一芹
一若
一茅三脊
一茶
一茶頃
一草一木
一莊
一莖
一莖一草
一莖九穗
一莖六穗
一莞
一萍
一萬日
一萼紅
一落
一落千丈
一落索
一葉
一葉報秋
一葉扁舟
一葉知秋
一葉秋
一葉蔽目
一葉蔽目，不見泰山
一葉蔽目， 不見泰山
一葉蘭
一葉迷山
一葉障目
一葉障目，不見泰山
一葉障目， 不見泰山
一著
一著不慎全盤皆輸
一著不慎，滿盤皆輸
一著錯，滿盤俱是空
一葦
一葦渡江
一蒂兒到底
一蓬煙
一蓺
一薰一蕕
一藏
一藝
一虎不河
一虎口
一虎難敵眾犬
一處
一號
一號木桿
一號電池
一蛇二首
一蟹不如一蟹
一蟹譏
一血
一行
一行三昧
一行人
一行作吏
一行書
一街
一街兩巷
一衝一撞
一衝性兒
一衣帶水
一表
一表人才
一表人材
一表人物
一表堂堂
一表非俗
一表非凡
一衲
一裁
一裹圓
一裹窮
一裹腦子
一襲
一要
一見了然
一見傾心
一見喜
一見如故
一見如舊
一見瞭然
一見鍾情
一見高低
一規
一覓
一視
一視同仁
一親芳澤
一覺
一覺醒來
一覽
一覽無遺
一覽無餘
一覽眾山小
一覽表
一角
一角獸
一角鯨
一解不如一解
一觴一詠
一觸即潰
一觸即發
一言
一言一動
一言一行
一言不合
一言不發
一言中的
一言九鼎
一言以蔽之
一言兩語
一言千金
一言半句
一言半字
一言半語
一言半辭
一言喪邦
一言堂
一言定交
一言已出， 駟馬難追
一言已定，千金不移
一言抄百總
一言抄百語
一言既出
一言既出， 如白染皂
一言既出，駟馬難追
一言既出， 駟馬難追
一言為定
一言為重
一言而定
一言興邦
一言蔽之
一言訂交
一言詩
一言賴語
一言難盡
一言難罄
一託氣
一託頭
一記
一許
一詞
一詠一觴
一試
一語不發
一語中人
一語中的
一語成讖
一語撞倒牆
一語破的
一語道破
一語雙關
一誠
一誤再誤
一說
一談
一諾千金
一諾無辭
一謎
一謙四益
一讀會
一變
一讓一個肯
一谷不升
一谷不登
一豪
一貌
一貌堂堂
一負
一貧如洗
一貫
一貫作業
